seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
contig_127588	29668	No terminal repeats	33	11	0.8782	NA	0	0.0000	NA	NA
contig_87467	7557	No terminal repeats	10	11	0.8781	NA	0	0.0000	NA	NA
contig_88843	12232	No terminal repeats	17	11	0.8781	NA	0	0.0000	NA	NA
contig_128132	25974	No terminal repeats	38	11	0.8781	NA	0	0.0000	NA	NA
contig_121181	47520	No terminal repeats	32	11	0.8781	NA	0	0.0000	NA	NA
contig_99052	7921	No terminal repeats	8	11	0.8780	NA	0	0.0000	NA	NA
contig_98384	11178	No terminal repeats	15	11	0.8780	NA	0	0.0000	NA	NA
contig_127727	42923	No terminal repeats	67	11	0.8780	NA	0	0.0000	NA	NA
contig_100870	7517	No terminal repeats	7	11	0.8780	NA	0	0.0000	NA	NA
contig_82326	5670	No terminal repeats	5	11	0.8780	NA	0	0.0000	NA	NA
contig_124673	23851	No terminal repeats	30	11	0.8779	NA	0	0.0000	NA	NA
contig_134211	14015	No terminal repeats	10	11	0.8779	NA	0	0.0000	NA	NA
contig_105456	8111	No terminal repeats	13	11	0.8779	NA	0	0.0000	NA	NA
contig_75843	6893	No terminal repeats	10	11	0.8778	NA	0	0.0000	NA	NA
contig_101714	6881	No terminal repeats	5	11	0.8778	NA	0	0.0000	NA	NA
contig_134458	6521	No terminal repeats	6	11	0.8778	NA	0	0.0000	NA	NA
contig_122614	26993	No terminal repeats	26	11	0.8777	NA	0	0.0000	NA	NA
contig_126581	17461	No terminal repeats	21	11	0.8776	NA	0	0.0000	NA	NA
contig_108653	42090	No terminal repeats	57	11	0.8776	NA	0	0.0000	NA	NA
contig_92692	5889	No terminal repeats	7	11	0.8776	NA	0	0.0000	NA	NA
contig_123901	26981	No terminal repeats	41	11	0.8776	NA	0	1.8289	NA	NF033156
contig_112402	20140	No terminal repeats	22	11	0.8775	NA	0	0.0000	NA	NA
contig_119125	12520	No terminal repeats	20	11	0.8775	NA	0	0.0000	NA	NA
contig_94314	7726	No terminal repeats	8	11	0.8775	NA	0	0.0000	NA	NA
contig_6653	4211	No terminal repeats	4	11	0.8774	NA	0	0.0000	NA	NA
contig_97166	15123	No terminal repeats	20	11	0.8774	NA	0	0.0000	NA	NA
contig_115349	11243	No terminal repeats	13	11	0.8774	NA	0	0.0000	NA	NA
contig_71505	5819	No terminal repeats	4	11	0.8774	NA	0	0.0000	NA	NA
contig_126698	13378	No terminal repeats	19	11	0.8773	NA	0	0.0000	NA	NA
contig_100034	8072	No terminal repeats	7	11	0.8773	NA	0	0.0000	NA	NA
contig_51410	5941	No terminal repeats	8	11	0.8773	NA	0	0.0000	NA	NA
contig_20831	5684	No terminal repeats	2	11	0.8773	NA	0	0.0000	NA	NA
contig_124985	5641	No terminal repeats	8	11	0.8773	NA	0	0.0000	NA	NA
contig_84135	18742	No terminal repeats	23	11	0.8772	NA	0	0.0000	NA	NA
contig_101083	13103	No terminal repeats	21	11	0.8772	NA	0	0.0000	NA	NA
contig_62101	11169	No terminal repeats	12	11	0.8772	NA	0	0.0000	NA	NA
contig_105332	3481	No terminal repeats	6	11	0.8771	NA	0	0.0000	NA	NA
contig_121294	6874	No terminal repeats	4	11	0.8770	NA	0	0.0000	NA	NA
contig_20119	4029	No terminal repeats	1	11	0.8770	NA	0	0.8225	NA	NA
contig_121881	8132	No terminal repeats	10	11	0.8770	NA	0	0.0000	NA	NA
contig_122348	8730	No terminal repeats	11	11	0.8769	NA	0	0.0000	NA	NA
contig_121147	5207	No terminal repeats	7	11	0.8769	NA	0	0.0000	NA	NA
contig_122530	11452	No terminal repeats	16	11	0.8768	NA	0	0.0000	NA	NA
contig_127487	19631	No terminal repeats	19	11	0.8768	NA	0	0.0000	NA	NA
contig_65869	8483	No terminal repeats	17	11	0.8768	NA	0	0.0000	NA	NA
contig_115958	4884	No terminal repeats	5	11	0.8768	NA	0	0.0000	NA	NA
contig_127258	10171	No terminal repeats	14	11	0.8767	NA	0	0.0000	NA	NA
contig_60350	6648	No terminal repeats	16	11	0.8767	NA	0	0.0000	NA	NA
contig_66161	14394	No terminal repeats	16	11	0.8767	NA	0	0.0000	NA	NA
contig_105180	5549	No terminal repeats	7	11	0.8767	NA	0	0.0000	NA	NA
contig_104302	9413	No terminal repeats	11	11	0.8767	NA	0	0.0000	NA	NA
contig_59755	4187	No terminal repeats	6	11	0.8767	NA	0	0.0000	NA	NA
contig_110356	28503	No terminal repeats	42	11	0.8767	NA	0	0.0000	NA	NA
contig_124094	51807	No terminal repeats	67	11	0.8766	NA	0	0.0000	NA	NA
contig_99840	5838	No terminal repeats	10	11	0.8766	NA	0	0.0000	NA	NA
contig_97146	5786	No terminal repeats	9	11	0.8766	NA	0	0.0000	NA	NA
contig_109146	6671	No terminal repeats	4	11	0.8766	NA	0	0.0000	NA	NA
contig_51143	4350	No terminal repeats	5	11	0.8765	NA	0	0.0000	NA	NA
contig_107101	12827	No terminal repeats	18	11	0.8765	NA	0	0.0000	NA	NA
contig_122226	10392	No terminal repeats	12	11	0.8763	NA	0	0.0000	NA	NA
contig_67159	2889	No terminal repeats	6	11	0.8763	NA	0	0.0000	NA	NA
contig_90349	4282	No terminal repeats	3	4	0.8763	NA	0	0.0000	NA	NA
contig_122654	4509	No terminal repeats	8	11	0.8762	NA	0	1.1287	NA	NA
contig_74284	5399	No terminal repeats	6	11	0.8762	NA	0	0.0000	NA	NA
contig_106308	25417	No terminal repeats	15	11	0.8762	NA	0	0.0000	NA	NA
contig_136061	3096	No terminal repeats	11	11	0.8762	NA	0	0.0000	NA	NA
contig_83068	15490	No terminal repeats	26	11	0.8762	NA	0	0.0000	NA	NA
contig_53659	10021	No terminal repeats	6	11	0.8761	NA	0	1.5975	NA	NA
contig_126815	8866	No terminal repeats	13	11	0.8761	NA	0	0.0000	NA	NA
contig_119681	15190	No terminal repeats	15	11	0.8761	NA	0	0.0000	NA	NA
contig_69955	22014	No terminal repeats	31	11	0.8761	NA	0	0.0000	NA	NA
contig_98891	6707	No terminal repeats	3	11	0.8761	NA	0	0.0000	NA	NA
contig_22284	8390	No terminal repeats	10	11	0.8760	NA	0	0.0000	NA	NA
contig_95297	17702	No terminal repeats	16	11	0.8760	NA	0	0.0000	NA	NA
contig_26970	5827	No terminal repeats	7	11	0.8760	NA	0	0.0000	NA	NA
contig_66693	2699	No terminal repeats	3	11	0.8760	NA	0	0.0000	NA	NA
contig_23530	6225	No terminal repeats	4	11	0.8760	NA	0	0.0000	NA	NA
contig_113579	3200	No terminal repeats	3	11	0.8759	NA	0	0.0000	NA	NA
contig_120045	31934	No terminal repeats	15	11	0.8759	NA	0	0.0000	NA	NA
contig_124787	22629	No terminal repeats	33	11	0.8758	NA	0	0.0000	NA	NA
contig_122102	14207	No terminal repeats	18	11	0.8758	NA	0	0.0000	NA	NA
contig_114406	6734	No terminal repeats	7	11	0.8758	NA	0	0.0000	NA	NA
contig_102271	10797	No terminal repeats	11	11	0.8758	NA	0	0.0000	NA	NA
contig_67266	37046	No terminal repeats	57	11	0.8758	NA	0	0.0000	NA	NA
contig_62327	12827	No terminal repeats	15	11	0.8758	NA	0	0.0000	NA	NA
contig_53004	18048	No terminal repeats	26	11	0.8757	NA	0	0.0000	NA	NA
contig_82773	14356	No terminal repeats	18	11	0.8757	NA	0	0.0000	NA	NA
contig_51871	4372	No terminal repeats	8	11	0.8757	NA	0	0.0000	NA	NA
contig_123764	5733	No terminal repeats	7	11	0.8757	NA	0	0.0000	NA	NA
contig_124596	17244	No terminal repeats	17	11	0.8757	NA	0	0.0000	NA	NA
contig_98259	7952	No terminal repeats	8	11	0.8757	NA	0	0.0000	NA	NA
contig_41899	7436	No terminal repeats	7	11	0.8757	NA	0	0.0000	NA	NA
contig_120300	13511	No terminal repeats	17	11	0.8757	NA	0	0.0000	NA	NA
contig_84350	3976	No terminal repeats	8	11	0.8757	NA	0	0.0000	NA	NA
contig_114079	19905	No terminal repeats	11	11	0.8756	NA	0	0.0000	NA	NA
contig_123338	38085	No terminal repeats	45	11	0.8756	NA	0	0.0000	NA	NA
contig_99119	4435	No terminal repeats	5	11	0.8756	NA	0	0.0000	NA	NA
contig_120470	26665	No terminal repeats	36	11	0.8756	NA	0	0.0000	NA	NA
contig_116689	5210	No terminal repeats	5	11	0.8755	NA	0	0.0000	NA	NA
contig_125156	10236	No terminal repeats	10	11	0.8755	NA	0	0.0000	NA	NA
contig_84281	8467	No terminal repeats	8	11	0.8755	NA	0	0.0000	NA	NA
contig_120937	27809	No terminal repeats	41	11	0.8754	NA	0	0.0000	NA	NA
contig_86755	4379	No terminal repeats	4	11	0.8754	NA	0	0.0000	NA	NA
contig_113393	21453	No terminal repeats	12	11	0.8754	NA	0	0.0000	NA	NA
contig_77686	3581	No terminal repeats	2	11	0.8754	NA	0	0.0000	NA	NA
contig_118820	37567	No terminal repeats	51	11	0.8754	NA	0	0.0000	NA	NA
contig_98749	5252	No terminal repeats	4	11	0.8753	NA	0	0.0000	NA	NA
contig_67862	8200	No terminal repeats	9	11	0.8753	NA	0	0.0000	NA	NA
contig_132859	12165	No terminal repeats	19	11	0.8753	NA	0	0.0000	NA	NA
contig_122699	9920	No terminal repeats	16	11	0.8753	NA	0	0.0000	NA	NA
contig_62186	9513	No terminal repeats	13	11	0.8753	NA	0	0.0000	NA	NA
contig_5898	3083	No terminal repeats	1	11	0.8753	NA	0	0.0000	NA	NA
contig_90491	3866	No terminal repeats	2	4	0.8753	NA	0	0.0000	NA	NA
contig_107210	4310	No terminal repeats	7	11	0.8752	NA	0	0.0000	NA	NA
contig_72806	27663	No terminal repeats	29	11	0.8752	NA	0	0.8782	NA	NA
contig_93549	5622	No terminal repeats	7	11	0.8752	NA	0	0.0000	NA	NA
contig_35262	13622	No terminal repeats	12	11	0.8752	NA	0	0.0000	NA	NA
contig_105567	5359	No terminal repeats	8	11	0.8751	NA	0	0.0000	NA	NA
contig_123792	13176	No terminal repeats	13	11	0.8751	NA	0	0.0000	NA	NA
contig_117250	5266	No terminal repeats	4	11	0.8750	NA	0	0.0000	NA	NA
contig_54402	8714	No terminal repeats	11	11	0.8750	NA	0	0.0000	NA	NA
contig_87986	10407	No terminal repeats	15	11	0.8750	NA	0	0.0000	NA	NA
contig_111588	13844	No terminal repeats	19	11	0.8750	NA	0	0.0000	NA	NA
contig_58603	20742	No terminal repeats	23	11	0.8749	NA	0	0.0000	NA	NA
contig_96531	7077	No terminal repeats	8	11	0.8749	NA	0	0.0000	NA	NA
contig_117509	29632	No terminal repeats	51	11	0.8749	NA	0	0.0000	NA	NA
contig_108668	7664	No terminal repeats	11	11	0.8749	NA	0	0.0000	NA	NA
contig_82751	15838	No terminal repeats	36	11	0.8748	NA	0	0.0000	NA	NA
contig_104614	6744	No terminal repeats	13	11	0.8748	NA	0	0.0000	NA	NA
contig_57340	8836	No terminal repeats	7	11	0.8748	NA	0	0.0000	NA	NA
contig_12708	4672	No terminal repeats	2	11	0.8748	NA	0	0.0000	NA	NA
contig_61727	7109	No terminal repeats	10	11	0.8748	NA	0	0.0000	NA	NA
contig_51522	6408	No terminal repeats	6	11	0.8748	NA	0	0.0000	NA	NA
contig_120438	16116	No terminal repeats	18	11	0.8747	NA	0	0.0000	NA	NA
contig_118179	9614	No terminal repeats	9	11	0.8747	NA	0	0.0000	NA	NA
contig_100015	6462	No terminal repeats	14	11	0.8746	NA	0	0.0000	NA	NA
contig_114274	21866	No terminal repeats	33	11	0.8746	NA	0	0.0000	NA	NA
contig_82095	4769	No terminal repeats	4	11	0.8745	NA	0	0.0000	NA	NA
contig_83481	16121	No terminal repeats	14	11	0.8745	NA	0	0.0000	NA	NA
contig_52562	7643	No terminal repeats	12	11	0.8744	NA	0	0.0000	NA	NA
contig_128062	17913	No terminal repeats	23	11	0.8744	NA	0	0.0000	NA	NA
contig_68644	19825	No terminal repeats	16	11	0.8744	NA	0	0.0000	NA	NA
contig_117191	7414	No terminal repeats	8	11	0.8744	NA	0	0.0000	NA	NA
contig_76503	23089	No terminal repeats	27	11	0.8743	NA	0	0.0000	NA	NA
contig_80611	4235	No terminal repeats	7	11	0.8743	NA	0	0.0000	NA	NA
contig_127183	13321	No terminal repeats	16	11	0.8741	NA	0	0.0000	NA	NA
contig_86646	13936	No terminal repeats	6	11	0.8741	NA	0	0.0000	NA	NA
contig_136920	10517	No terminal repeats	21	11	0.8741	NA	0	0.0000	NA	NA
contig_100068	6142	No terminal repeats	6	11	0.8741	NA	0	0.0000	NA	NA
contig_10819	3602	No terminal repeats	5	4	0.8741	NA	0	0.0000	NA	NA
contig_105407	3792	No terminal repeats	3	11	0.8740	NA	0	0.0000	NA	NA
contig_117802	16492	No terminal repeats	15	11	0.8740	NA	0	0.0000	NA	NA
contig_111671	11684	No terminal repeats	18	11	0.8739	NA	0	0.0000	NA	NA
contig_10734	25434	No terminal repeats	8	11	0.8739	NA	0	0.0000	NA	NA
contig_54328	8398	No terminal repeats	8	11	0.8738	NA	0	0.0000	NA	NA
contig_77845	4499	No terminal repeats	9	11	0.8738	NA	0	0.0000	NA	NA
contig_127928	13370	No terminal repeats	21	11	0.8738	NA	0	0.0000	NA	NA
contig_101993	16943	No terminal repeats	24	11	0.8737	NA	0	0.0000	NA	NA
contig_136146	5879	No terminal repeats	9	11	0.8737	NA	0	0.0000	NA	NA
contig_124165	13115	No terminal repeats	16	11	0.8737	NA	0	0.0000	NA	NA
contig_120477	13606	No terminal repeats	18	11	0.8736	NA	0	0.0000	NA	NA
contig_124539	15201	No terminal repeats	29	11	0.8736	NA	0	0.0000	NA	NA
contig_69181	15337	No terminal repeats	11	11	0.8736	NA	0	0.0000	NA	NA
contig_80911	8126	No terminal repeats	9	11	0.8736	NA	0	0.0000	NA	NA
contig_76391	6501	No terminal repeats	8	11	0.8736	NA	0	0.0000	NA	NA
contig_100031	2542	No terminal repeats	3	11	0.8735	NA	0	0.0000	NA	NA
contig_94954	4208	No terminal repeats	4	11	0.8735	NA	0	0.0000	NA	NA
contig_76061	8403	No terminal repeats	3	11	0.8735	NA	0	0.0000	NA	NA
contig_79391	10594	No terminal repeats	13	11	0.8734	NA	0	0.0000	NA	NA
contig_122339	7831	No terminal repeats	12	11	0.8734	NA	0	0.0000	NA	NA
contig_125363	3516	No terminal repeats	1	11	0.8734	NA	0	0.0000	NA	NA
contig_135432	3607	No terminal repeats	3	11	0.8734	NA	0	0.0000	NA	NA
contig_119598	4091	No terminal repeats	4	11	0.8734	NA	0	0.0000	NA	NA
contig_126176	11737	No terminal repeats	17	11	0.8733	NA	0	0.0000	NA	NA
contig_87494	6870	No terminal repeats	6	11	0.8733	NA	0	0.0000	NA	NA
contig_112815	4637	No terminal repeats	9	11	0.8732	NA	0	0.0000	NA	NA
contig_121196	11568	No terminal repeats	14	11	0.8732	NA	0	0.0000	NA	NA
contig_96965	10653	No terminal repeats	17	11	0.8732	NA	0	0.0000	NA	NA
contig_114745	23337	No terminal repeats	28	11	0.8732	NA	0	0.0000	NA	NA
contig_48655	7010	No terminal repeats	5	4	0.8732	NA	0	0.0000	NA	NA
contig_123875	6421	No terminal repeats	8	11	0.8732	NA	0	0.0000	NA	NA
contig_118212	2631	No terminal repeats	3	11	0.8731	NA	0	0.0000	NA	NA
contig_100572	7961	No terminal repeats	8	11	0.8731	NA	0	0.0000	NA	NA
contig_77509	6822	No terminal repeats	6	11	0.8730	NA	0	0.0000	NA	NA
contig_117570	8388	No terminal repeats	8	11	0.8730	NA	0	0.0000	NA	NA
contig_90990	6251	No terminal repeats	8	11	0.8730	NA	0	0.0000	NA	NA
contig_123954	22048	No terminal repeats	33	11	0.8730	NA	0	0.0000	NA	NA
contig_116922	7805	No terminal repeats	7	11	0.8729	NA	0	0.0000	NA	NA
contig_120919	13823	No terminal repeats	19	11	0.8729	NA	0	0.0000	NA	NA
contig_56637	16606	No terminal repeats	14	11	0.8729	NA	0	0.0000	NA	NA
contig_124123	23797	No terminal repeats	29	11	0.8728	NA	0	0.0000	NA	NA
contig_63924	11506	No terminal repeats	16	11	0.8728	NA	0	0.0000	NA	NA
contig_111686	5426	No terminal repeats	9	11	0.8728	NA	0	0.0000	NA	NA
contig_88925	6048	No terminal repeats	6	11	0.8728	NA	0	0.0000	NA	NA
contig_120515	10485	No terminal repeats	14	11	0.8727	NA	0	0.0000	NA	NA
contig_59780	6843	No terminal repeats	7	11	0.8727	NA	0	0.0000	NA	NA
contig_78487	9450	No terminal repeats	15	11	0.8726	NA	0	0.1664	NA	NA
contig_125544	12318	No terminal repeats	17	11	0.8726	NA	0	0.0000	NA	NA
contig_53162	11935	No terminal repeats	14	11	0.8725	NA	0	0.3476	NA	NA
contig_18788	10783	No terminal repeats	12	11	0.8724	NA	0	0.0000	NA	NA
contig_82089	10265	No terminal repeats	11	11	0.8724	NA	0	0.0000	NA	NA
contig_76364	3857	No terminal repeats	3	11	0.8724	NA	0	0.0000	NA	NA
contig_121893	11062	No terminal repeats	8	11	0.8724	NA	0	0.0000	NA	NA
contig_91580	7502	No terminal repeats	7	11	0.8724	NA	0	0.0000	NA	NA
contig_64265	5232	No terminal repeats	6	11	0.8723	NA	0	0.0000	NA	NA
contig_70267	3467	No terminal repeats	4	4	0.8723	NA	0	0.0000	NA	NA
contig_103412	13769	No terminal repeats	18	11	0.8723	NA	0	0.0000	NA	NA
contig_135780	13872	No terminal repeats	21	11	0.8723	NA	0	0.0000	NA	NA
contig_106222	4414	No terminal repeats	4	11	0.8723	NA	0	0.0000	NA	NA
contig_94859	7509	No terminal repeats	10	11	0.8723	NA	0	0.0000	NA	NA
contig_54991	4181	No terminal repeats	2	11	0.8722	NA	0	0.0000	NA	NA
contig_121859	21504	No terminal repeats	27	11	0.8722	NA	0	0.0000	NA	NA
contig_113643	7224	No terminal repeats	5	11	0.8722	NA	0	0.0000	NA	NA
contig_74706	14129	No terminal repeats	14	11	0.8721	NA	0	0.0000	NA	NA
contig_136885	4256	No terminal repeats	2	11	0.8721	NA	0	0.0000	NA	NA
contig_120610	33319	No terminal repeats	52	11	0.8721	NA	0	0.0000	NA	NA
contig_84812	12105	No terminal repeats	16	11	0.8720	NA	0	0.0000	NA	NA
contig_54526	10843	No terminal repeats	18	11	0.8720	NA	0	0.0000	NA	NA
contig_124816	50354	No terminal repeats	32	11	0.8719	NA	0	0.0000	NA	NA
contig_74247	6305	No terminal repeats	8	11	0.8719	NA	0	0.0000	NA	NA
contig_69814	5455	No terminal repeats	21	11	0.8719	NA	0	0.0000	NA	NA
contig_83247	12802	No terminal repeats	15	11	0.8718	NA	0	0.0000	NA	NA
contig_85179	9099	No terminal repeats	13	11	0.8718	NA	0	0.0000	NA	NA
contig_126236	19489	No terminal repeats	17	11	0.8718	NA	0	0.0000	NA	NA
contig_108287	3640	No terminal repeats	1	11	0.8718	NA	0	0.0000	NA	NA
contig_126123	5594	No terminal repeats	10	11	0.8717	NA	0	0.0000	NA	NA
contig_71596	5937	No terminal repeats	2	11	0.8717	NA	0	0.0000	NA	NA
contig_87854	11741	No terminal repeats	16	11	0.8717	NA	0	0.0000	NA	NA
contig_126204	8339	No terminal repeats	4	11	0.8717	NA	0	0.0000	NA	NA
contig_62545	14800	No terminal repeats	10	11	0.8717	NA	0	0.0000	NA	NA
contig_117055	28316	No terminal repeats	38	11	0.8716	NA	0	0.0000	NA	NA
contig_119139	6460	No terminal repeats	7	11	0.8716	NA	0	0.0000	NA	NA
contig_87073	5406	No terminal repeats	4	11	0.8716	NA	0	0.0000	NA	NA
contig_101446	10937	No terminal repeats	10	11	0.8715	NA	0	0.0000	NA	NA
contig_123504	43735	No terminal repeats	60	11	0.8715	NA	0	0.0000	NA	NA
contig_110166	17677	No terminal repeats	15	11	0.8715	NA	0	0.0000	NA	NA
contig_124060	5079	No terminal repeats	5	11	0.8715	NA	0	0.0000	NA	NA
contig_104733	7937	No terminal repeats	8	11	0.8715	NA	0	0.0000	NA	NA
contig_85552	8301	No terminal repeats	9	11	0.8714	NA	0	0.0000	NA	NA
contig_61163	26715	No terminal repeats	33	11	0.8714	NA	0	0.4970	NA	NA
contig_125114	47231	No terminal repeats	40	11	0.8714	NA	0	0.0000	NA	NA
contig_110999	21534	No terminal repeats	16	11	0.8714	NA	0	0.0000	NA	NA
contig_94039	5253	No terminal repeats	4	11	0.8714	NA	0	0.0000	NA	NA
contig_55508	5929	No terminal repeats	9	11	0.8713	NA	0	0.0000	NA	NA
contig_70527	7662	No terminal repeats	8	11	0.8713	NA	0	0.0000	NA	NA
contig_80813	21039	No terminal repeats	4	11	0.8713	NA	0	0.0000	NA	NA
contig_96186	16377	No terminal repeats	18	11	0.8712	NA	0	0.0000	NA	NA
contig_62325	23217	No terminal repeats	22	11	0.8712	NA	0	0.0000	NA	NA
contig_101063	5721	No terminal repeats	7	11	0.8711	NA	0	0.0000	NA	NA
contig_61923	9004	No terminal repeats	6	11	0.8711	NA	0	0.0000	NA	NA
contig_110036	35505	No terminal repeats	42	11	0.8711	NA	0	0.0000	NA	NA
contig_94394	6363	No terminal repeats	7	11	0.8711	NA	0	0.0000	NA	NA
contig_52163	15401	No terminal repeats	19	11	0.8711	NA	0	0.0000	NA	NA
contig_116667	18097	No terminal repeats	26	11	0.8711	NA	0	0.0000	NA	NA
contig_125239	8380	No terminal repeats	4	11	0.8711	NA	0	0.0000	NA	NA
contig_67049	7482	No terminal repeats	6	11	0.8710	NA	0	0.0000	NA	NA
contig_93709	7294	No terminal repeats	5	11	0.8710	NA	0	0.0000	NA	NA
contig_121701	17967	No terminal repeats	22	11	0.8710	NA	0	0.0000	NA	NA
contig_56619	10733	No terminal repeats	10	11	0.8710	NA	0	0.0000	NA	NA
contig_67567	9235	No terminal repeats	11	11	0.8710	NA	0	0.0000	NA	NA
contig_103330	5712	No terminal repeats	8	11	0.8709	NA	0	0.0000	NA	NA
contig_123401	13646	No terminal repeats	20	11	0.8709	NA	0	0.0000	NA	NA
contig_61261	3581	No terminal repeats	3	11	0.8709	NA	0	0.0000	NA	NA
contig_94382	11235	No terminal repeats	17	11	0.8709	NA	0	0.0000	NA	NA
contig_121131	18574	No terminal repeats	24	11	0.8709	NA	0	0.0000	NA	NA
contig_101603	8181	No terminal repeats	12	11	0.8708	NA	0	0.0000	NA	NA
contig_98278	13246	No terminal repeats	16	11	0.8708	NA	0	0.0000	NA	NA
contig_102217	3578	No terminal repeats	2	11	0.8708	NA	0	0.0000	NA	NA
contig_3115	2828	No terminal repeats	1	11	0.8708	NA	0	0.0000	NA	NA
contig_104628	7505	No terminal repeats	7	11	0.8707	NA	0	0.0000	NA	NA
contig_132545	30113	No terminal repeats	42	11	0.8707	NA	0	0.0000	NA	NA
contig_59614	8033	No terminal repeats	10	11	0.8707	NA	0	0.0000	NA	NA
contig_106686	6737	No terminal repeats	8	11	0.8707	NA	0	0.3372	NA	NA
contig_94583	6336	No terminal repeats	5	11	0.8707	NA	0	0.0000	NA	NA
contig_57576	13005	No terminal repeats	15	11	0.8706	NA	0	0.0000	NA	NA
contig_128172	19730	No terminal repeats	18	11	0.8706	NA	0	0.0000	NA	NA
contig_79129	14098	No terminal repeats	17	11	0.8706	NA	0	0.0000	NA	NA
contig_86525	7253	No terminal repeats	9	11	0.8705	NA	0	0.0000	NA	NA
contig_100473	7877	No terminal repeats	4	11	0.8705	NA	0	0.0000	NA	NA
contig_124861	29563	No terminal repeats	32	11	0.8705	NA	0	0.0000	NA	NA
contig_67978	4712	No terminal repeats	9	11	0.8705	NA	0	0.0000	NA	NA
contig_86529	6545	No terminal repeats	10	11	0.8704	NA	0	0.0000	NA	NA
contig_134255	19568	No terminal repeats	24	11	0.8704	NA	0	0.0000	NA	NA
contig_69817	16496	No terminal repeats	23	11	0.8704	NA	0	0.0000	NA	NA
contig_51857	4847	No terminal repeats	5	11	0.8703	NA	0	0.0000	NA	NA
contig_102906	18684	No terminal repeats	8	11	0.8703	NA	0	0.0000	NA	NA
contig_95563	7888	No terminal repeats	4	11	0.8703	NA	0	0.0000	NA	NA
contig_78667	6547	No terminal repeats	4	11	0.8703	NA	0	0.0000	NA	NA
contig_29390	37686	No terminal repeats	36	11	0.8703	NA	0	1.7183	NA	NA
contig_114581	6183	No terminal repeats	4	11	0.8703	NA	0	0.0000	NA	NA
contig_113720	18489	No terminal repeats	12	11	0.8702	NA	0	0.0000	NA	NA
contig_108797	29504	No terminal repeats	47	11	0.8702	NA	0	0.0000	NA	NA
contig_134351	13916	No terminal repeats	16	11	0.8702	NA	0	0.0000	NA	NA
contig_73446	7136	No terminal repeats	2	11	0.8701	NA	0	0.0000	NA	NA
contig_100721	4999	No terminal repeats	7	11	0.8701	NA	0	0.0000	NA	NA
contig_126184	10584	No terminal repeats	7	11	0.8701	NA	0	0.0000	NA	NA
contig_134356	5375	No terminal repeats	3	11	0.8701	NA	0	0.0000	NA	NA
contig_122736	12763	No terminal repeats	15	11	0.8700	NA	0	0.0000	NA	NA
contig_77020	4050	No terminal repeats	3	11	0.8700	NA	0	0.0000	NA	NA
contig_80897	2681	No terminal repeats	7	11	0.8699	NA	0	0.0000	NA	NA
contig_92495	5665	No terminal repeats	3	11	0.8699	NA	0	0.0000	NA	NA
contig_118250	19112	No terminal repeats	21	11	0.8699	NA	0	0.0000	NA	NA
contig_65535	5759	No terminal repeats	6	11	0.8699	NA	0	0.0000	NA	NA
contig_59276	19421	No terminal repeats	18	11	0.8698	NA	0	0.0000	NA	NA
contig_116205	3960	No terminal repeats	3	11	0.8698	NA	0	0.0000	NA	NA
contig_50559	10118	No terminal repeats	5	4	0.8698	NA	0	0.0000	NA	NA
contig_81564	24237	No terminal repeats	31	11	0.8698	NA	0	0.0000	NA	NA
contig_127454	10709	No terminal repeats	7	11	0.8697	NA	0	0.0000	NA	NA
contig_88597	12001	No terminal repeats	9	11	0.8697	NA	0	0.0000	NA	NA
contig_78642	18327	No terminal repeats	27	11	0.8697	NA	0	0.0000	NA	NA
contig_125056	23865	No terminal repeats	23	11	0.8696	NA	0	0.0000	NA	NA
contig_88758	8764	No terminal repeats	8	11	0.8696	NA	0	0.0000	NA	NA
contig_101027	4890	No terminal repeats	4	11	0.8695	NA	0	0.0000	NA	NA
contig_104495	21576	No terminal repeats	19	11	0.8695	NA	0	0.0000	NA	NA
contig_51473	9687	No terminal repeats	13	11	0.8695	NA	0	0.0000	NA	NA
contig_121123	7496	No terminal repeats	6	11	0.8694	NA	0	0.0000	NA	NA
contig_1154	6467	No terminal repeats	4	11	0.8694	NA	0	0.0000	NA	NA
