contig_id	contig_length	total_genes	viral_genes	host_genes	provirus	proviral_length	host_length	region_types	region_lengths	region_coords_bp	region_coords_genes	region_viral_genes	region_host_genes
contig_132398	16716	39	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132401	8516	13	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132403	13520	10	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132417	8883	18	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132437	15946	16	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132442	18069	25	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132443	13057	20	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132475	34509	53	13	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132476	23425	28	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132483	7218	15	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132484	3997	9	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132489	11455	12	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132493	8859	2	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132496	23223	47	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132500	3457	8	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132501	2069	3	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132505	5484	3	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132506	2405	2	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132517	10241	18	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132541	5276	6	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132546	4908	7	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132547	12416	29	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132560	17669	30	13	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132576	14657	26	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132595	3110	4	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132604	6469	9	0	6	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132621	13080	26	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132633	34603	59	14	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132649	26560	48	11	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132675	16946	20	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132676	17142	25	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132677	16873	17	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132678	4797	3	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132679	2656	6	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132681	11867	19	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132684	34630	64	10	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132692	5509	8	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132721	29539	45	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132722	29821	52	11	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132742	16263	32	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132753	9084	18	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132754	20506	23	6	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132807	49090	73	21	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132810	59441	86	19	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132815	6675	9	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132819	11190	18	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132821	6512	9	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132827	9019	22	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132828	14480	29	10	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132842	42092	60	25	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132850	13040	31	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132851	65909	117	43	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132856	24513	34	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132869	12157	31	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132897	5413	12	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132943	19318	34	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132946	2609	6	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132951	4920	10	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132952	2192	5	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132954	7420	3	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132983	53612	72	30	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_132988	19877	25	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133007	3966	10	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133015	24124	35	22	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133019	146065	237	75	5	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133039	2504	3	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133045	14610	21	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133046	16594	33	18	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133048	10025	3	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133058	15794	22	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133075	33802	41	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133097	2798	6	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133107	9345	7	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133108	25192	32	14	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133124	5195	4	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133141	5014	7	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133142	7905	10	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133213	17605	19	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133219	50753	65	14	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133243	10541	12	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133254	5535	10	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133258	11259	23	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133265	3880	7	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133306	20391	26	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133322	104364	135	15	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133324	6205	7	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133333	9147	15	4	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133346	12573	26	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133347	6545	20	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133380	4079	5	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133388	11059	25	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133390	4243	13	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133399	7633	16	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133400	6613	11	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133421	38200	65	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133424	13290	12	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133429	9590	10	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133434	3171	4	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133445	3314	3	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133446	3080	7	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133448	17374	32	3	2	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133467	61145	88	14	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133479	33009	50	14	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133489	26512	30	12	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133491	9716	15	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133493	15456	18	12	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133495	11066	23	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133515	1813	3	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133529	10252	25	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133556	13873	14	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133557	11139	22	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133593	50690	67	22	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133646	18123	44	9	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133659	31579	46	13	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133660	61501	83	24	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133663	5925	7	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133675	9206	8	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133693	85472	135	48	3	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133694	4076	7	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133706	5272	6	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133708	13528	8	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133710	19305	15	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133717	16338	26	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133728	5028	8	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133734	32167	56	10	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133748	17529	29	13	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133750	1966	2	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133772	7694	9	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133780	40093	47	24	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133794	23037	49	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133796	44314	80	20	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133799	3698	6	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133824	14975	11	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133825	4966	10	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133828	5391	6	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133842	22294	43	14	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133883	26937	29	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133884	5243	11	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133897	21138	25	8	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133919	6189	6	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133933	20663	31	0	2	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133935	38343	71	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133950	10412	22	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133954	149069	215	83	8	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133960	52938	81	18	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133973	11055	12	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133975	3287	3	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133992	9260	13	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_133994	5186	14	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134027	14610	20	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134028	19581	30	5	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134046	9394	5	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134047	11288	3	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134051	5111	3	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134058	3385	8	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134059	3271	12	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134113	2930	3	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134114	2497	3	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134136	12210	19	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134139	11745	13	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134144	3782	5	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134147	4242	10	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134148	12997	20	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134152	11814	9	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134159	5101	16	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134185	3933	6	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134186	4765	8	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134196	8252	18	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134200	13057	12	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134201	23076	25	13	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134202	3785	8	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134205	17512	23	10	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134215	37281	59	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134216	7318	7	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134231	8080	9	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134252	29413	41	7	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134254	6597	17	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134256	2780	9	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134265	8119	11	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134296	7744	10	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134301	6545	4	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134302	10425	16	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_13434	60108	78	4	3	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134341	4506	7	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134344	50579	78	23	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134347	2624	5	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134348	5609	17	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134354	38765	66	20	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134366	5057	8	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134383	30711	25	10	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134384	3826	5	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134386	4364	1	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134418	2827	6	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134420	6217	6	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134431	2148	4	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134432	5590	16	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134433	4636	15	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134439	28360	22	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134443	32207	52	12	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134450	8026	4	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134451	51413	63	20	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134468	12603	16	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134472	8998	14	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134480	9886	11	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134489	5507	13	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134491	10678	17	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134502	13078	23	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134553	11343	17	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134564	34223	82	14	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134582	60248	85	21	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134583	21104	31	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134593	1421	5	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134604	9307	27	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134617	7068	19	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134636	14595	25	5	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134641	27579	62	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134651	4244	3	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134652	5162	18	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134653	8105	13	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134695	10943	22	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134728	7507	6	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134739	7129	14	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134751	35750	55	11	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134784	10560	21	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134795	3863	5	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134807	8749	22	13	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134824	17366	40	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134837	8841	16	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134842	17917	42	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134844	9107	9	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134859	14109	25	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134884	12204	19	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134889	5414	9	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134922	6892	15	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134965	14356	32	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134969	4806	1	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_134970	8279	8	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135001	8485	21	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135002	5219	1	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135008	21040	41	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135032	21267	26	9	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135037	9752	16	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135044	33929	62	14	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135046	10135	15	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135066	16799	34	10	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135101	19037	41	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135114	26103	46	21	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135115	5408	4	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135118	9075	17	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135125	10303	8	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135162	4336	1	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135196	31843	73	17	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135213	2926	10	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135214	4250	11	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135215	4237	5	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135236	22824	42	11	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135237	10235	20	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135257	4868	4	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135266	38790	54	13	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135278	10645	22	14	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135279	48969	66	41	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135280	23895	32	22	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135281	17713	30	15	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135282	7909	13	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135306	9762	21	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135321	6672	5	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135327	7188	2	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135361	9510	22	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135362	27753	62	15	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135364	3809	6	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135374	12554	10	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135375	7057	13	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135379	10016	27	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135403	32086	55	14	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135408	5020	6	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135429	4312	6	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135442	4917	5	0	5	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135482	5691	11	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135483	4001	12	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135486	37564	51	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135490	6182	1	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135495	18564	27	9	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135517	18420	13	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135521	53604	51	10	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135539	8643	11	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135548	5097	8	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135594	26604	35	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135600	10475	19	9	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135617	27651	32	9	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135634	32423	19	8	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135639	35593	70	22	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135649	11080	17	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135651	4888	3	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135652	13818	7	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135661	56504	58	9	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135694	6243	16	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135700	11405	31	6	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135721	17107	24	14	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135722	26324	37	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135732	10165	16	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135742	9104	20	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135744	40109	84	13	2	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135761	2644	5	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135766	7750	13	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135773	2625	8	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135810	8742	12	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135815	7723	10	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135828	6176	5	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135829	8604	8	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135854	7564	12	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135882	3260	11	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135889	40236	56	38	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135908	2765	8	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135929	13147	24	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135931	4025	2	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135940	8908	12	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135966	2744	5	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135975	9695	14	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135977	10380	28	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135984	19899	37	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135990	3543	6	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_135996	57525	80	31	2	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_136030	8068	19	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_136055	14294	22	15	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_136056	5144	1	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_136058	62784	96	25	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_136079	32521	54	12	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_136124	13128	25	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_136154	13788	28	12	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_136163	6722	10	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_136166	19761	47	11	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_136168	19912	26	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_136171	41052	82	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_136191	17817	35	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_136208	23961	20	9	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_136251	29113	57	14	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_136264	10513	15	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_136276	5442	13	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_136278	28340	30	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
