contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
contig_132134	10265	No	NA	14	4	0	Low-quality	Genome-fragment	2.54	HMM-based (lower-bound)	0.0	1.13	
contig_132188	41165	No	NA	78	18	1	High-quality	High-quality	96.12	AAI-based (medium-confidence)	0.0	1.0	
contig_132202	26904	No	NA	44	9	1	Low-quality	Genome-fragment	27.75	AAI-based (high-confidence)	0.0	1.0	
contig_132204	9730	No	NA	26	6	0	Low-quality	Genome-fragment	27.68	AAI-based (high-confidence)	0.0	1.0	
contig_132205	8154	No	NA	15	1	0	Low-quality	Genome-fragment	23.92	AAI-based (high-confidence)	0.0	1.0	
contig_132207	6616	No	NA	15	1	0	Low-quality	Genome-fragment	19.35	AAI-based (medium-confidence)	0.0	1.0	
contig_132234	4226	No	NA	8	5	0	Low-quality	Genome-fragment	1.97	HMM-based (lower-bound)	0.0	1.0	
contig_132239	4891	No	NA	10	4	1	Low-quality	Genome-fragment	2.07	HMM-based (lower-bound)	0.0	1.0	
contig_132251	14290	No	NA	14	8	0	Low-quality	Genome-fragment	23.59	AAI-based (high-confidence)	0.0	1.0	
contig_132252	14078	No	NA	25	1	0	Low-quality	Genome-fragment	5.99	HMM-based (lower-bound)	0.0	1.0	
contig_132256	7136	No	NA	20	1	0	Low-quality	Genome-fragment	11.46	AAI-based (high-confidence)	0.0	1.0	
contig_132257	15289	No	NA	25	3	0	Low-quality	Genome-fragment	16.98	AAI-based (medium-confidence)	0.0	1.0	
contig_132258	11105	No	NA	19	2	0	Low-quality	Genome-fragment	10.47	AAI-based (medium-confidence)	0.0	1.0	
contig_132265	22899	No	NA	30	13	0	Low-quality	Genome-fragment	37.75	AAI-based (high-confidence)	0.0	1.0	
contig_132311	7401	No	NA	18	1	0	Low-quality	Genome-fragment	12.41	AAI-based (high-confidence)	0.0	1.0	
contig_132312	17989	No	NA	25	4	0	Low-quality	Genome-fragment	25.92	AAI-based (medium-confidence)	0.0	1.0	
contig_132313	10428	No	NA	12	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_132314	3799	No	NA	12	0	0	Low-quality	Genome-fragment	5.26	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
contig_132318	3250	No	NA	6	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_132347	14897	No	NA	16	1	0	Low-quality	Genome-fragment	7.31	HMM-based (lower-bound)	0.0	1.01	
contig_132358	10141	No	NA	24	4	0	Low-quality	Genome-fragment	16.35	AAI-based (high-confidence)	0.0	1.0	
contig_132360	36314	No	NA	44	15	1	Medium-quality	Genome-fragment	57.58	AAI-based (high-confidence)	0.0	1.0	
contig_132362	14472	No	NA	24	2	0	Low-quality	Genome-fragment	22.23	AAI-based (medium-confidence)	0.0	1.0	
contig_132374	8558	No	NA	14	9	0	Low-quality	Genome-fragment	24.5	AAI-based (high-confidence)	0.0	1.0	
contig_132375	7526	No	NA	13	7	0	Low-quality	Genome-fragment	21.55	AAI-based (high-confidence)	0.0	1.0	
contig_132376	16460	No	NA	30	8	0	Low-quality	Genome-fragment	45.92	AAI-based (high-confidence)	0.0	1.01	
contig_132393	4109	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_132397	3640	No	NA	5	3	0	Low-quality	Genome-fragment	10.65	AAI-based (high-confidence)	0.0	1.0	
contig_132398	16716	No	NA	39	4	0	Low-quality	Genome-fragment	25.33	AAI-based (high-confidence)	0.0	1.0	
contig_132401	8516	No	NA	13	8	0	Low-quality	Genome-fragment	29.14	AAI-based (high-confidence)	0.0	1.0	
contig_132403	13520	No	NA	10	2	0	Low-quality	Genome-fragment	21.17	AAI-based (medium-confidence)	0.0	1.0	
contig_132417	8883	No	NA	18	1	1	Low-quality	Genome-fragment	14.46	AAI-based (high-confidence)	0.0	1.0	
contig_132437	15946	No	NA	16	1	0	Low-quality	Genome-fragment	1.29	HMM-based (lower-bound)	0.0	1.03	
contig_132442	18069	No	NA	25	4	0	Low-quality	Genome-fragment	26.05	HMM-based (lower-bound)	0.0	1.0	
contig_132443	13057	No	NA	20	2	0	Low-quality	Genome-fragment	19.58	HMM-based (lower-bound)	0.0	1.0	
contig_132475	34509	No	NA	53	13	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
contig_132476	23425	No	NA	28	4	0	High-quality	High-quality	99.6	AAI-based (medium-confidence)	0.0	1.0	
contig_132483	7218	No	NA	15	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.25	no viral genes detected
contig_132484	3997	No	NA	9	0	0	Low-quality	Genome-fragment	9.59	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
contig_132489	11455	No	NA	12	4	0	Low-quality	Genome-fragment	4.68	HMM-based (lower-bound)	0.0	1.02	
contig_132493	8859	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.62	no viral genes detected; high kmer_freq may indicate large duplication
contig_132496	23223	No	NA	47	6	0	Low-quality	Genome-fragment	42.26	AAI-based (high-confidence)	0.0	1.0	
contig_132500	3457	No	NA	8	1	0	Low-quality	Genome-fragment	5.82	HMM-based (lower-bound)	0.0	1.0	
contig_132501	2069	No	NA	3	2	0	Low-quality	Genome-fragment	1.16	AAI-based (medium-confidence)	0.0	1.0	
contig_132505	5484	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_132506	2405	No	NA	2	1	0	Low-quality	Genome-fragment	3.96	AAI-based (high-confidence)	0.0	1.0	
contig_132517	10241	No	NA	18	8	0	Low-quality	Genome-fragment	18.93	AAI-based (high-confidence)	0.0	1.0	
contig_132541	5276	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_132546	4908	No	NA	7	3	0	Low-quality	Genome-fragment	8.21	AAI-based (high-confidence)	0.0	1.0	
contig_132547	12416	No	NA	29	2	0	Low-quality	Genome-fragment	19.51	AAI-based (high-confidence)	0.0	1.0	
contig_132560	17669	No	NA	30	13	0	Low-quality	Genome-fragment	28.76	AAI-based (high-confidence)	0.0	1.0	
contig_132576	14657	No	NA	26	4	0	Low-quality	Genome-fragment	23.46	AAI-based (high-confidence)	0.0	1.0	
contig_132595	3110	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_132604	6469	No	NA	9	0	6	Low-quality	Genome-fragment	2.83	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
contig_132621	13080	No	NA	26	7	0	Low-quality	Genome-fragment	20.94	AAI-based (high-confidence)	0.0	1.0	
contig_132633	34603	No	NA	59	14	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
contig_132649	26560	No	NA	48	11	0	Low-quality	Genome-fragment	41.71	AAI-based (high-confidence)	0.0	1.0	
contig_132675	16946	No	NA	20	2	0	Low-quality	Genome-fragment	26.21	AAI-based (high-confidence)	0.0	1.0	
contig_132676	17142	No	NA	25	3	0	Low-quality	Genome-fragment	20.85	AAI-based (high-confidence)	0.0	1.0	
contig_132677	16873	No	NA	17	2	0	Low-quality	Genome-fragment	25.84	AAI-based (medium-confidence)	0.0	1.0	
contig_132678	4797	No	NA	3	1	0	Low-quality	Genome-fragment	7.5	AAI-based (medium-confidence)	0.0	1.0	
contig_132679	2656	No	NA	6	1	0	Low-quality	Genome-fragment	4.12	AAI-based (medium-confidence)	0.0	1.0	
contig_132681	11867	No	NA	19	6	0	Low-quality	Genome-fragment	29.56	AAI-based (high-confidence)	0.0	1.0	
contig_132684	34630	No	NA	64	10	1	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
contig_132692	5509	No	NA	8	2	0	Low-quality	Genome-fragment	14.36	AAI-based (high-confidence)	0.0	1.0	
contig_132721	29539	No	NA	45	7	0	Medium-quality	Genome-fragment	83.33	AAI-based (medium-confidence)	0.0	1.0	
contig_132722	29821	No	NA	52	11	0	Medium-quality	Genome-fragment	89.32	AAI-based (high-confidence)	0.0	1.0	
contig_132742	16263	No	NA	32	4	0	Low-quality	Genome-fragment	30.14	AAI-based (high-confidence)	0.0	1.0	
contig_132753	9084	No	NA	18	6	0	Low-quality	Genome-fragment	17.7	AAI-based (high-confidence)	0.0	1.0	
contig_132754	20506	No	NA	23	6	1	Low-quality	Genome-fragment	39.08	AAI-based (medium-confidence)	0.0	1.0	
contig_132807	49090	No	NA	73	21	0	Medium-quality	Genome-fragment	65.14	HMM-based (lower-bound)	0.0	1.0	
contig_132810	59441	No	NA	86	19	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
contig_132815	6675	No	NA	9	4	0	Low-quality	Genome-fragment	18.49	AAI-based (high-confidence)	0.0	1.0	
contig_132819	11190	No	NA	18	8	0	Low-quality	Genome-fragment	22.29	AAI-based (high-confidence)	0.0	1.0	
contig_132821	6512	No	NA	9	3	0	Low-quality	Genome-fragment	12.79	AAI-based (high-confidence)	0.0	1.0	
contig_132827	9019	No	NA	22	1	0	Low-quality	Genome-fragment	14.91	AAI-based (high-confidence)	0.0	1.0	
contig_132828	14480	No	NA	29	10	0	Low-quality	Genome-fragment	23.03	AAI-based (high-confidence)	0.0	1.0	
contig_132842	42092	No	NA	60	25	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
contig_132850	13040	No	NA	31	6	0	Low-quality	Genome-fragment	33.14	AAI-based (high-confidence)	0.0	1.0	
contig_132851	65909	No	NA	117	43	1	Low-quality	Genome-fragment	32.21	HMM-based (lower-bound)	0.0	1.0	
contig_132856	24513	No	NA	34	3	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
contig_132869	12157	No	NA	31	8	0	Low-quality	Genome-fragment	19.94	AAI-based (medium-confidence)	0.0	1.0	
contig_132897	5413	No	NA	12	7	0	Low-quality	Genome-fragment	14.39	AAI-based (medium-confidence)	0.0	1.0	
contig_132943	19318	No	NA	34	6	0	Low-quality	Genome-fragment	35.67	AAI-based (medium-confidence)	0.0	1.0	
contig_132946	2609	No	NA	6	4	0	Low-quality	Genome-fragment	1.36	AAI-based (high-confidence)	0.0	1.0	
contig_132951	4920	No	NA	10	2	0	Low-quality	Genome-fragment	14.82	AAI-based (high-confidence)	0.0	1.0	
contig_132952	2192	No	NA	5	1	0	Low-quality	Genome-fragment	6.16	AAI-based (high-confidence)	0.0	1.0	
contig_132954	7420	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	12.91	no viral genes detected; high kmer_freq may indicate large duplication
contig_132983	53612	No	NA	72	30	0	High-quality	High-quality	98.09	AAI-based (high-confidence)	0.0	1.0	
contig_132988	19877	No	NA	25	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.06	no viral genes detected
contig_133007	3966	No	NA	10	1	0	Low-quality	Genome-fragment	6.41	AAI-based (medium-confidence)	0.0	1.0	
contig_133015	24124	No	NA	35	22	0	Low-quality	Genome-fragment	12.6	AAI-based (high-confidence)	0.0	1.0	
contig_133019	146065	No	NA	237	75	5	Medium-quality	Genome-fragment	87.6	AAI-based (high-confidence)	0.0	1.0	
contig_133039	2504	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_133045	14610	No	NA	21	2	0	Low-quality	Genome-fragment	21.88	HMM-based (lower-bound)	0.0	1.0	
contig_133046	16594	No	NA	33	18	0	Low-quality	Genome-fragment	9.55	AAI-based (medium-confidence)	0.0	1.0	
contig_133048	10025	No	NA	3	1	0	Low-quality	Genome-fragment	20.93	AAI-based (medium-confidence)	0.0	1.0	
contig_133058	15794	No	NA	22	2	0	Low-quality	Genome-fragment	4.92	HMM-based (lower-bound)	0.0	1.34	
contig_133075	33802	No	NA	41	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.15	no viral genes detected
contig_133097	2798	No	NA	6	1	0	Low-quality	Genome-fragment	4.22	AAI-based (high-confidence)	0.0	1.0	
contig_133107	9345	No	NA	7	1	0	Low-quality	Genome-fragment	15.36	AAI-based (medium-confidence)	0.0	1.0	
contig_133108	25192	No	NA	32	14	0	Low-quality	Genome-fragment	37.88	AAI-based (high-confidence)	0.0	1.0	
contig_133124	5195	No	NA	4	1	0	Low-quality	Genome-fragment	2.53	AAI-based (medium-confidence)	0.0	1.0	
contig_133141	5014	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
contig_133142	7905	No	NA	10	2	0	Low-quality	Genome-fragment	11.63	HMM-based (lower-bound)	0.0	1.0	
contig_133213	17605	No	NA	19	2	0	Low-quality	Genome-fragment	3.9	HMM-based (lower-bound)	0.0	1.01	
contig_133219	50753	No	NA	65	14	0	Medium-quality	Genome-fragment	83.11	AAI-based (high-confidence)	0.0	1.0	
contig_133243	10541	No	NA	12	8	0	Low-quality	Genome-fragment	17.5	AAI-based (high-confidence)	0.0	1.0	
contig_133254	5535	No	NA	10	1	0	Low-quality	Genome-fragment	8.95	AAI-based (high-confidence)	0.0	1.0	
contig_133258	11259	No	NA	23	8	0	Low-quality	Genome-fragment	18.06	AAI-based (medium-confidence)	0.0	1.0	
contig_133265	3880	No	NA	7	2	0	Low-quality	Genome-fragment	8.03	AAI-based (high-confidence)	0.0	1.0	
contig_133306	20391	No	NA	26	1	1	Low-quality	Genome-fragment	10.96	HMM-based (lower-bound)	0.0	1.01	
contig_133322	104364	No	NA	135	15	0	Medium-quality	Genome-fragment	89.95	AAI-based (high-confidence)	0.0	1.09	
contig_133324	6205	No	NA	7	1	0	Low-quality	Genome-fragment	2.91	HMM-based (lower-bound)	0.0	1.0	
contig_133333	9147	No	NA	15	4	1	Low-quality	Genome-fragment	7.19	HMM-based (lower-bound)	0.0	1.0	
contig_133346	12573	No	NA	26	0	0	Low-quality	Genome-fragment	22.26	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
contig_133347	6545	No	NA	20	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_133380	4079	No	NA	5	0	0	Low-quality	Genome-fragment	13.97	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
contig_133388	11059	No	NA	25	1	0	Low-quality	Genome-fragment	21.13	AAI-based (medium-confidence)	0.0	1.0	
contig_133390	4243	No	NA	13	0	0	Low-quality	Genome-fragment	6.16	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
contig_133399	7633	No	NA	16	1	0	Low-quality	Genome-fragment	23.22	AAI-based (high-confidence)	0.0	1.0	
contig_133400	6613	No	NA	11	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_133421	38200	No	NA	65	1	0	Low-quality	Genome-fragment	49.67	HMM-based (lower-bound)	0.0	1.02	
contig_133424	13290	No	NA	12	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.18	no viral genes detected
contig_133429	9590	No	NA	10	7	0	Low-quality	Genome-fragment	23.92	AAI-based (medium-confidence)	0.0	1.0	
contig_133434	3171	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_133445	3314	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.93	no viral genes detected; high kmer_freq may indicate large duplication
contig_133446	3080	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0.0	6.95	no viral genes detected; high kmer_freq may indicate large duplication; low-confidence DTR
contig_133448	17374	No	NA	32	3	2	Low-quality	Genome-fragment	9.36	HMM-based (lower-bound)	0.0	1.0	
contig_133467	61145	No	NA	88	14	1	High-quality	High-quality	99.71	AAI-based (high-confidence)	0.0	1.0	
contig_133479	33009	No	NA	50	14	0	High-quality	High-quality	91.13	AAI-based (high-confidence)	0.0	1.0	
contig_133489	26512	No	NA	30	12	0	Low-quality	Genome-fragment	44.34	AAI-based (medium-confidence)	0.0	1.0	
contig_133491	9716	No	NA	15	3	0	Low-quality	Genome-fragment	15.71	AAI-based (medium-confidence)	0.0	1.0	
contig_133493	15456	No	NA	18	12	0	Low-quality	Genome-fragment	11.15	AAI-based (medium-confidence)	0.0	1.0	
contig_133495	11066	No	NA	23	4	0	Low-quality	Genome-fragment	20.71	AAI-based (high-confidence)	0.0	1.0	
contig_133515	1813	No	NA	3	1	0	Low-quality	Genome-fragment	0.96	AAI-based (high-confidence)	0.0	1.0	
contig_133529	10252	No	NA	25	7	0	Low-quality	Genome-fragment	16.6	AAI-based (high-confidence)	0.0	1.0	
contig_133556	13873	No	NA	14	3	0	Low-quality	Genome-fragment	17.87	HMM-based (lower-bound)	0.0	1.0	
contig_133557	11139	No	NA	22	5	0	Low-quality	Genome-fragment	33.64	AAI-based (high-confidence)	0.0	1.0	
contig_133593	50690	No	NA	67	22	1	Medium-quality	Genome-fragment	78.64	AAI-based (high-confidence)	0.0	1.0	
contig_133646	18123	No	NA	44	9	0	Medium-quality	Genome-fragment	57.01	AAI-based (high-confidence)	0.0	1.0	
contig_133659	31579	No	NA	46	13	0	Medium-quality	Genome-fragment	74.76	AAI-based (medium-confidence)	0.0	1.0	
contig_133660	61501	No	NA	83	24	1	High-quality	High-quality	95.77	AAI-based (high-confidence)	0.0	1.0	
contig_133663	5925	No	NA	7	1	0	Low-quality	Genome-fragment	2.76	HMM-based (lower-bound)	0.0	1.0	
contig_133675	9206	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_133693	85472	No	NA	135	48	3	Medium-quality	Genome-fragment	87.06	AAI-based (high-confidence)	0.0	1.0	
contig_133694	4076	No	NA	7	4	0	Low-quality	Genome-fragment	4.23	AAI-based (medium-confidence)	0.0	1.0	
contig_133706	5272	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_133708	13528	No	NA	8	4	0	Low-quality	Genome-fragment	22.88	AAI-based (medium-confidence)	0.0	1.0	
contig_133710	19305	No	NA	15	7	0	Low-quality	Genome-fragment	32.19	AAI-based (medium-confidence)	0.0	1.0	
contig_133717	16338	No	NA	26	8	0	Low-quality	Genome-fragment	49.79	AAI-based (medium-confidence)	0.0	1.01	
contig_133728	5028	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_133734	32167	No	NA	56	10	0	High-quality	High-quality	96.83	AAI-based (high-confidence)	0.0	1.0	
contig_133748	17529	No	NA	29	13	0	Low-quality	Genome-fragment	32.53	AAI-based (high-confidence)	0.0	1.0	
contig_133750	1966	No	NA	2	1	0	Low-quality	Genome-fragment	3.19	AAI-based (high-confidence)	0.0	1.0	
contig_133772	7694	No	NA	9	2	0	Low-quality	Genome-fragment	12.65	AAI-based (high-confidence)	0.0	1.0	
contig_133780	40093	No	NA	47	24	0	Low-quality	Genome-fragment	20.93	AAI-based (high-confidence)	0.0	1.0	
contig_133794	23037	No	NA	49	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.78	no viral genes detected; high kmer_freq may indicate large duplication
contig_133796	44314	No	NA	80	20	1	Medium-quality	Genome-fragment	68.5	AAI-based (high-confidence)	0.0	1.0	
contig_133799	3698	No	NA	6	0	1	Low-quality	Genome-fragment	5.88	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
contig_133824	14975	No	NA	11	2	0	Low-quality	Genome-fragment	29.93	AAI-based (medium-confidence)	0.0	1.0	
contig_133825	4966	No	NA	10	4	0	Low-quality	Genome-fragment	7.99	AAI-based (high-confidence)	0.0	1.0	
contig_133828	5391	No	NA	6	1	0	Low-quality	Genome-fragment	2.53	HMM-based (lower-bound)	0.0	1.01	
contig_133842	22294	No	NA	43	14	0	Low-quality	Genome-fragment	36.21	AAI-based (high-confidence)	0.0	1.0	
contig_133883	26937	No	NA	29	6	0	Medium-quality	Genome-fragment	78.5	AAI-based (high-confidence)	0.0	1.0	
contig_133884	5243	No	NA	11	1	0	Low-quality	Genome-fragment	1.85	HMM-based (lower-bound)	0.0	1.13	
contig_133897	21138	No	NA	25	8	1	Medium-quality	Genome-fragment	64.03	AAI-based (high-confidence)	0.0	1.0	
contig_133919	6189	No	NA	6	3	0	Low-quality	Genome-fragment	18.97	AAI-based (high-confidence)	0.0	1.0	
contig_133933	20663	No	NA	31	0	2	Low-quality	Genome-fragment	7.49	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
contig_133935	38343	No	NA	71	1	0	Low-quality	Genome-fragment	21.07	AAI-based (medium-confidence)	0.0	1.0	
contig_133950	10412	No	NA	22	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_133954	149069	No	NA	215	83	8	Medium-quality	Genome-fragment	89.5	AAI-based (medium-confidence)	0.0	1.0	
contig_133960	52938	No	NA	81	18	1	Medium-quality	Genome-fragment	87.26	AAI-based (high-confidence)	0.0	1.0	
contig_133973	11055	No	NA	12	1	0	Low-quality	Genome-fragment	6.16	HMM-based (lower-bound)	0.0	1.0	
contig_133975	3287	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	8.4	no viral genes detected; high kmer_freq may indicate large duplication
contig_133992	9260	No	NA	13	1	0	Low-quality	Genome-fragment	5.03	HMM-based (lower-bound)	0.0	1.0	
contig_133994	5186	No	NA	14	1	0	Low-quality	Genome-fragment	2.21	HMM-based (lower-bound)	0.0	1.0	
contig_134027	14610	No	NA	20	3	0	Low-quality	Genome-fragment	8.74	HMM-based (lower-bound)	0.0	1.21	
contig_134028	19581	No	NA	30	5	1	Low-quality	Genome-fragment	1.59	HMM-based (lower-bound)	0.0	1.01	
contig_134046	9394	No	NA	5	2	0	Low-quality	Genome-fragment	4.93	HMM-based (lower-bound)	0.0	1.11	
contig_134047	11288	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.1	no viral genes detected
contig_134051	5111	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
contig_134058	3385	No	NA	8	1	0	Low-quality	Genome-fragment	5.24	AAI-based (high-confidence)	0.0	1.0	
contig_134059	3271	No	NA	12	1	0	Low-quality	Genome-fragment	4.91	AAI-based (high-confidence)	0.0	1.0	
contig_134113	2930	No	NA	3	2	0	Low-quality	Genome-fragment	7.51	AAI-based (high-confidence)	0.0	1.0	
contig_134114	2497	No	NA	3	3	0	Low-quality	Genome-fragment	6.48	AAI-based (medium-confidence)	0.0	1.0	
contig_134136	12210	No	NA	19	2	0	Low-quality	Genome-fragment	22.76	AAI-based (high-confidence)	0.0	1.0	
contig_134139	11745	No	NA	13	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.02	no viral genes detected
contig_134144	3782	No	NA	5	2	0	Low-quality	Genome-fragment	2.07	HMM-based (lower-bound)	0.0	1.0	
contig_134147	4242	No	NA	10	3	0	Low-quality	Genome-fragment	10.21	AAI-based (high-confidence)	0.0	1.0	
contig_134148	12997	No	NA	20	6	0	Low-quality	Genome-fragment	31.2	AAI-based (high-confidence)	0.0	1.0	
contig_134152	11814	No	NA	9	5	0	Low-quality	Genome-fragment	17.05	HMM-based (lower-bound)	0.0	1.0	
contig_134159	5101	No	NA	16	1	0	Low-quality	Genome-fragment	6.65	HMM-based (lower-bound)	0.0	1.0	
contig_134185	3933	No	NA	6	0	0	Low-quality	Genome-fragment	2.29	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
contig_134186	4765	No	NA	8	3	0	Low-quality	Genome-fragment	2.43	AAI-based (high-confidence)	0.0	1.0	
contig_134196	8252	No	NA	18	4	0	Low-quality	Genome-fragment	18.29	AAI-based (medium-confidence)	0.0	1.0	
contig_134200	13057	No	NA	12	1	0	Low-quality	Genome-fragment	21.06	AAI-based (medium-confidence)	0.0	1.0	
